N,x_max,weight_core,weight_osc,form,alpha,normalization,error
128,8.0,0.4915254237288136,0.01694915254237288,quadratic,1.3333333333333335,scale_first_to_zero1,56.4274802102466
128,8.0,0.4915254237288136,0.01694915254237288,quadratic,2.166666666666667,none,28.27020955737731
128,8.0,0.4915254237288136,0.01694915254237288,quadratic,2.166666666666667,by_max_eig,30.66511460772169
128,8.0,0.4915254237288136,0.01694915254237288,quadratic,2.166666666666667,by_trace,30.66986605871962
128,8.0,0.4915254237288136,0.01694915254237288,quadratic,2.166666666666667,scale_first_to_zero1,47.65668574738203
128,8.0,0.4915254237288136,0.01694915254237288,quadratic,3.0,none,28.204295986595486
128,8.0,0.4915254237288136,0.01694915254237288,quadratic,3.0,by_max_eig,30.664982181844458
128,8.0,0.4915254237288136,0.01694915254237288,quadratic,3.0,by_trace,30.66986401321513
128,8.0,0.4915254237288136,0.01694915254237288,quadratic,3.0,scale_first_to_zero1,41.90457815163753
128,8.0,0.4915254237288136,0.01694915254237288,exponential,0.5,none,28.419647381051288
128,8.0,0.4915254237288136,0.01694915254237288,exponential,0.5,by_max_eig,30.66541487919133
128,8.0,0.4915254237288136,0.01694915254237288,exponential,0.5,by_trace,30.669870702584483
128,8.0,0.4915254237288136,0.01694915254237288,exponential,0.5,scale_first_to_zero1,75.799506079324
128,8.0,0.4915254237288136,0.01694915254237288,exponential,1.3333333333333335,none,28.37445988549552
128,8.0,0.4915254237288136,0.01694915254237288,exponential,1.3333333333333335,by_max_eig,30.66532400532466
128,8.0,0.4915254237288136,0.01694915254237288,exponential,1.3333333333333335,by_trace,30.66986929848232
128,8.0,0.4915254237288136,0.01694915254237288,exponential,1.3333333333333335,scale_first_to_zero1,64.4557607367466
128,8.0,0.4915254237288136,0.01694915254237288,exponential,2.166666666666667,none,28.330061255279823
128,8.0,0.4915254237288136,0.01694915254237288,exponential,2.166666666666667,by_max_eig,30.66523472104938
128,8.0,0.4915254237288136,0.01694915254237288,exponential,2.166666666666667,by_trace,30.66986791973093
128,8.0,0.4915254237288136,0.01694915254237288,exponential,2.166666666666667,scale_first_to_zero1,57.19806871236962
128,8.0,0.4915254237288136,0.01694915254237288,exponential,3.0,none,28.286457349394663
128,8.0,0.4915254237288136,0.01694915254237288,exponential,3.0,by_max_eig,30.66514703971107
128,8.0,0.4915254237288136,0.01694915254237288,exponential,3.0,by_trace,30.669866566498335
128,8.0,0.4915254237288136,0.01694915254237288,exponential,3.0,scale_first_to_zero1,52.25692444511697
128,8.0,0.4915254237288136,0.01694915254237288,inverse,0.5,none,28.38163956398693
128,8.0,0.4915254237288136,0.01694915254237288,inverse,0.5,by_max_eig,30.665338753228664
128,8.0,0.4915254237288136,0.01694915254237288,inverse,0.5,by_trace,30.66986951950402
128,8.0,0.4915254237288136,0.01694915254237288,inverse,0.5,scale_first_to_zero1,63.357346600498474
128,8.0,0.4915254237288136,0.01694915254237288,inverse,1.3333333333333335,none,28.272953007592633
128,8.0,0.4915254237288136,0.01694915254237288,inverse,1.3333333333333335,by_max_eig,30.665120742761047
128,8.0,0.4915254237288136,0.01694915254237288,inverse,1.3333333333333335,by_trace,30.66986614079236
128,8.0,0.4915254237288136,0.01694915254237288,inverse,1.3333333333333335,scale_first_to_zero1,42.600198690607726
128,8.0,0.4915254237288136,0.01694915254237288,inverse,2.166666666666667,none,28.164861623690747
128,8.0,0.4915254237288136,0.01694915254237288,inverse,2.166666666666667,by_max_eig,30.66490399382095
128,8.0,0.4915254237288136,0.01694915254237288,inverse,2.166666666666667,by_trace,30.669862783820108
128,8.0,0.4915254237288136,0.01694915254237288,inverse,2.166666666666667,scale_first_to_zero1,31.058412759272194
128,8.0,0.4915254237288136,0.01694915254237288,inverse,3.0,none,28.057368287531066
128,8.0,0.4915254237288136,0.01694915254237288,inverse,3.0,by_max_eig,30.664688519787433
128,8.0,0.4915254237288136,0.01694915254237288,inverse,3.0,by_trace,30.669859448647827
128,8.0,0.4915254237288136,0.01694915254237288,inverse,3.0,scale_first_to_zero1,23.77207721496346
128,8.0,0.4915254237288136,0.01694915254237288,log,0.5,none,28.34354827449371
128,8.0,0.4915254237288136,0.01694915254237288,log,0.5,by_max_eig,30.665262583776308
128,8.0,0.4915254237288136,0.01694915254237288,log,0.5,by_trace,30.669868334319236
128,8.0,0.4915254237288136,0.01694915254237288,log,0.5,scale_first_to_zero1,55.885107518112136
128,8.0,0.4915254237288136,0.01694915254237288,log,1.3333333333333335,none,28.17110787960258
128,8.0,0.4915254237288136,0.01694915254237288,log,1.3333333333333335,by_max_eig,30.664917194480736
128,8.0,0.4915254237288136,0.01694915254237288,log,1.3333333333333335,by_trace,30.669862975449135
128,8.0,0.4915254237288136,0.01694915254237288,log,1.3333333333333335,scale_first_to_zero1,32.21350669831589
128,8.0,0.4915254237288136,0.01694915254237288,log,2.166666666666667,none,27.998925264418215
128,8.0,0.4915254237288136,0.01694915254237288,log,2.166666666666667,by_max_eig,30.664572523344113
128,8.0,0.4915254237288136,0.01694915254237288,log,2.166666666666667,by_trace,30.669857632191288
128,8.0,0.4915254237288136,0.01694915254237288,log,2.166666666666667,scale_first_to_zero1,20.446989585075396
128,8.0,0.4915254237288136,0.01694915254237288,log,3.0,none,27.827001160189077
128,8.0,0.4915254237288136,0.01694915254237288,log,3.0,by_max_eig,30.664228573637338
128,8.0,0.4915254237288136,0.01694915254237288,log,3.0,by_trace,30.669852304535716
128,8.0,0.4915254237288136,0.01694915254237288,log,3.0,scale_first_to_zero1,13.667056597436341
128,15.0,1.0,0.0,quadratic,0.5,none,29.547147198991116
128,15.0,1.0,0.0,quadratic,0.5,by_max_eig,30.666030531900972
128,15.0,1.0,0.0,quadratic,0.5,by_trace,30.669880294792744
128,15.0,1.0,0.0,quadratic,0.5,scale_first_to_zero1,249.24510290625489
128,15.0,1.0,0.0,quadratic,1.3333333333333335,none,29.485454794432208
128,15.0,1.0,0.0,quadratic,1.3333333333333335,by_max_eig,30.665816653217615
128,15.0,1.0,0.0,quadratic,1.3333333333333335,by_trace,30.669876977139385
128,15.0,1.0,0.0,quadratic,1.3333333333333335,scale_first_to_zero1,193.05520380484006
128,15.0,1.0,0.0,quadratic,2.166666666666667,none,29.42878097009674
128,15.0,1.0,0.0,quadratic,2.166666666666667,by_max_eig,30.665621719267133
128,15.0,1.0,0.0,quadratic,2.166666666666667,by_trace,30.669873936126706
128,15.0,1.0,0.0,quadratic,2.166666666666667,scale_first_to_zero1,164.73459036981097
128,15.0,1.0,0.0,quadratic,3.0,none,29.376768493650683
128,15.0,1.0,0.0,quadratic,3.0,by_max_eig,30.665444560586874
128,15.0,1.0,0.0,quadratic,3.0,by_trace,30.669871151861607
128,15.0,1.0,0.0,quadratic,3.0,scale_first_to_zero1,146.71617634613904
128,15.0,1.0,0.0,exponential,0.5,none,29.562695410189985
128,15.0,1.0,0.0,exponential,0.5,by_max_eig,30.666084511917067
128,15.0,1.0,0.0,exponential,0.5,by_trace,30.669881133622944
128,15.0,1.0,0.0,exponential,0.5,scale_first_to_zero1,302.1660097851805
128,15.0,1.0,0.0,exponential,1.3333333333333335,none,29.52528066775494
128,15.0,1.0,0.0,exponential,1.3333333333333335,by_max_eig,30.665954518446647
128,15.0,1.0,0.0,exponential,1.3333333333333335,by_trace,30.669879123116942
128,15.0,1.0,0.0,exponential,1.3333333333333335,scale_first_to_zero1,280.33490252207366
128,15.0,1.0,0.0,exponential,2.166666666666667,none,29.490931048467715
128,15.0,1.0,0.0,exponential,2.166666666666667,by_max_eig,30.66583585581903
128,15.0,1.0,0.0,exponential,2.166666666666667,by_trace,30.669877280859104
128,15.0,1.0,0.0,exponential,2.166666666666667,scale_first_to_zero1,269.6324275677094
128,15.0,1.0,0.0,exponential,3.0,none,29.45949224488223
128,15.0,1.0,0.0,exponential,3.0,by_max_eig,30.665728339946835
128,15.0,1.0,0.0,exponential,3.0,by_trace,30.669875598260994
128,15.0,1.0,0.0,exponential,3.0,scale_first_to_zero1,263.53276554921433
128,15.0,1.0,0.0,inverse,0.5,none,29.501610530659395
128,15.0,1.0,0.0,inverse,0.5,by_max_eig,30.66587270102754
128,15.0,1.0,0.0,inverse,0.5,by_trace,30.66987783622019
128,15.0,1.0,0.0,inverse,0.5,scale_first_to_zero1,126.34829729421794
128,15.0,1.0,0.0,inverse,1.3333333333333335,none,29.362443558925953
128,15.0,1.0,0.0,inverse,1.3333333333333335,by_max_eig,30.66539075405281
128,15.0,1.0,0.0,inverse,1.3333333333333335,by_trace,30.66987034480204
128,15.0,1.0,0.0,inverse,1.3333333333333335,scale_first_to_zero1,63.488016011785035
128,15.0,1.0,0.0,inverse,2.166666666666667,none,29.226490342776486
128,15.0,1.0,0.0,inverse,2.166666666666667,by_max_eig,30.664921567025935
128,15.0,1.0,0.0,inverse,2.166666666666667,by_trace,30.669863044004966
128,15.0,1.0,0.0,inverse,2.166666666666667,scale_first_to_zero1,42.35549985346491
128,15.0,1.0,0.0,inverse,3.0,none,29.093710909147674
128,15.0,1.0,0.0,inverse,3.0,by_max_eig,30.66446496193042
128,15.0,1.0,0.0,inverse,3.0,by_trace,30.669855931043628
128,15.0,1.0,0.0,inverse,3.0,scale_first_to_zero1,31.516582909541366
128,15.0,1.0,0.0,log,0.5,none,29.411125518297702
128,15.0,1.0,0.0,log,0.5,by_max_eig,30.665559016655425
128,15.0,1.0,0.0,log,0.5,by_trace,30.669872956876937
128,15.0,1.0,0.0,log,0.5,scale_first_to_zero1,56.634666349011006
128,15.0,1.0,0.0,log,1.3333333333333335,none,29.119789469625097
128,15.0,1.0,0.0,log,1.3333333333333335,by_max_eig,30.66455046048972
128,15.0,1.0,0.0,log,1.3333333333333335,by_trace,30.669857298770943
128,15.0,1.0,0.0,log,1.3333333333333335,scale_first_to_zero1,17.158077062817572
128,15.0,1.0,0.0,log,2.166666666666667,none,28.82997848877634
128,15.0,1.0,0.0,log,2.166666666666667,by_max_eig,30.66354998372576
128,15.0,1.0,0.0,log,2.166666666666667,by_trace,30.6698417886197
128,15.0,1.0,0.0,log,2.166666666666667,scale_first_to_zero1,7.560956703293634
128,15.0,1.0,0.0,log,3.0,none,28.54168868437076
128,15.0,1.0,0.0,log,3.0,by_max_eig,30.662557714978952
128,15.0,1.0,0.0,log,3.0,by_trace,30.669826425287837
128,15.0,1.0,0.0,log,3.0,scale_first_to_zero1,4.1270543693841955
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,0.5,none,29.11251518102636
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,0.5,by_max_eig,30.659116247183512
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,0.5,by_trace,30.669772067898315
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,0.5,scale_first_to_zero1,40.19041554081547
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,1.3333333333333335,none,29.06493276506063
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,1.3333333333333335,by_max_eig,30.658785693005804
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,1.3333333333333335,by_trace,30.6697669974333
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,1.3333333333333335,scale_first_to_zero1,29.567111021494703
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,2.166666666666667,none,29.01956502247608
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,2.166666666666667,by_max_eig,30.658470542133582
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,2.166666666666667,by_trace,30.669762173378924
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,2.166666666666667,scale_first_to_zero1,23.35963083182135
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,3.0,none,28.976446836425122
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,3.0,by_max_eig,30.658171036293787
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,3.0,by_trace,30.669757599088197
128,15.0,0.4915254237288136,0.01694915254237288,quadratic,3.0,scale_first_to_zero1,19.293134783357434
128,15.0,0.4915254237288136,0.01694915254237288,exponential,0.5,none,29.123056066141892
128,15.0,0.4915254237288136,0.01694915254237288,exponential,0.5,by_max_eig,30.65918941225408
128,15.0,0.4915254237288136,0.01694915254237288,exponential,0.5,by_trace,30.66977319461088
128,15.0,0.4915254237288136,0.01694915254237288,exponential,0.5,scale_first_to_zero1,43.42005500435332
128,15.0,0.4915254237288136,0.01694915254237288,exponential,1.3333333333333335,none,29.09239238957886
128,15.0,0.4915254237288136,0.01694915254237288,exponential,1.3333333333333335,by_max_eig,30.658976277759493
128,15.0,0.4915254237288136,0.01694915254237288,exponential,1.3333333333333335,by_trace,30.669769928692613
128,15.0,0.4915254237288136,0.01694915254237288,exponential,1.3333333333333335,scale_first_to_zero1,35.13845602871401
128,15.0,0.4915254237288136,0.01694915254237288,exponential,2.166666666666667,none,29.06309581044604
128,15.0,0.4915254237288136,0.01694915254237288,exponential,2.166666666666667,by_max_eig,30.658772645575052
128,15.0,0.4915254237288136,0.01694915254237288,exponential,2.166666666666667,by_trace,30.669766813874922
128,15.0,0.4915254237288136,0.01694915254237288,exponential,2.166666666666667,scale_first_to_zero1,29.912518724332937
128,15.0,0.4915254237288136,0.01694915254237288,exponential,3.0,none,29.035171345422377
128,15.0,0.4915254237288136,0.01694915254237288,exponential,3.0,by_max_eig,30.658578550570127
128,15.0,0.4915254237288136,0.01694915254237288,exponential,3.0,by_trace,30.669763850523275
128,15.0,0.4915254237288136,0.01694915254237288,exponential,3.0,scale_first_to_zero1,26.367902990124776
128,15.0,0.4915254237288136,0.01694915254237288,inverse,0.5,none,29.08949606397556
128,15.0,0.4915254237288136,0.01694915254237288,inverse,0.5,by_max_eig,30.658957442654447
128,15.0,0.4915254237288136,0.01694915254237288,inverse,0.5,by_trace,30.669769614968025
128,15.0,0.4915254237288136,0.01694915254237288,inverse,0.5,scale_first_to_zero1,35.00209294811028
128,15.0,0.4915254237288136,0.01694915254237288,inverse,1.3333333333333335,none,29.00291365480726
128,15.0,0.4915254237288136,0.01694915254237288,inverse,1.3333333333333335,by_max_eig,30.658357982710278
128,15.0,0.4915254237288136,0.01694915254237288,inverse,1.3333333333333335,by_trace,30.66976039822343
128,15.0,0.4915254237288136,0.01694915254237288,inverse,1.3333333333333335,scale_first_to_zero1,20.570965408432272
128,15.0,0.4915254237288136,0.01694915254237288,inverse,2.166666666666667,none,28.917723295890422
128,15.0,0.4915254237288136,0.01694915254237288,inverse,2.166666666666667,by_max_eig,30.657768429809053
128,15.0,0.4915254237288136,0.01694915254237288,inverse,2.166666666666667,by_trace,30.669751352046763
128,15.0,0.4915254237288136,0.01694915254237288,inverse,2.166666666666667,scale_first_to_zero1,12.647669987633723
128,15.0,0.4915254237288136,0.01694915254237288,inverse,3.0,none,28.83394187209497
128,15.0,0.4915254237288136,0.01694915254237288,inverse,3.0,by_max_eig,30.65718889545593
128,15.0,0.4915254237288136,0.01694915254237288,inverse,3.0,by_trace,30.669742477723574
128,15.0,0.4915254237288136,0.01694915254237288,inverse,3.0,scale_first_to_zero1,7.7645780053416065
128,15.0,0.4915254237288136,0.01694915254237288,log,0.5,none,29.047864788895357
128,15.0,0.4915254237288136,0.01694915254237288,log,0.5,by_max_eig,30.65867201047031
128,15.0,0.4915254237288136,0.01694915254237288,log,0.5,by_trace,30.669765195810285
128,15.0,0.4915254237288136,0.01694915254237288,log,0.5,scale_first_to_zero1,30.352014121457376
128,15.0,0.4915254237288136,0.01694915254237288,log,1.3333333333333335,none,28.89131796402236
128,15.0,0.4915254237288136,0.01694915254237288,log,1.3333333333333335,by_max_eig,30.657593951997097
128,15.0,0.4915254237288136,0.01694915254237288,log,1.3333333333333335,by_trace,30.66974858992374
128,15.0,0.4915254237288136,0.01694915254237288,log,1.3333333333333335,scale_first_to_zero1,14.346011179074726
128,15.0,0.4915254237288136,0.01694915254237288,log,2.166666666666667,none,28.73542881898364
128,15.0,0.4915254237288136,0.01694915254237288,log,2.166666666666667,by_max_eig,30.656522121195735
128,15.0,0.4915254237288136,0.01694915254237288,log,2.166666666666667,by_trace,30.669732123321456
128,15.0,0.4915254237288136,0.01694915254237288,log,2.166666666666667,scale_first_to_zero1,6.553668363272467
128,15.0,0.4915254237288136,0.01694915254237288,log,3.0,none,28.58020370635998
128,15.0,0.4915254237288136,0.01694915254237288,log,3.0,by_max_eig,30.655456547820645
128,15.0,0.4915254237288136,0.01694915254237288,log,3.0,by_trace,30.669715795833575
128,15.0,0.4915254237288136,0.01694915254237288,log,3.0,scale_first_to_zero1,2.5938561069499344
